YYYY-MM-DD,hh:mm, Value
2023-11-06,--:--,     39.430
2023-11-07,--:--,     40.180
2023-11-08,--:--,     40.030
2023-11-09,--:--,     39.400
2023-11-10,--:--,     39.070
2023-11-11,--:--,     38.660
2023-11-12,--:--,     38.500
2023-11-13,--:--,     38.380
2023-11-14,--:--,     38.140
2023-11-15,--:--,     38.020
2023-11-16,--:--,     37.750
2023-11-17,--:--,     37.700
2023-11-18,--:--,     38.380
2023-11-19,--:--,     40.750
2023-11-20,--:--,     40.030
2023-11-21,--:--,     38.690
2023-11-22,--:--,     38.220
2023-11-23,--:--,     38.160
2023-11-24,--:--,     38.260
2023-11-25,--:--,     38.460
2023-11-26,--:--,     37.800
2023-11-27,--:--,     37.480
2023-11-28,--:--,     37.240
2023-11-29,--:--,     37.110
2023-11-30,--:--,     36.810
2023-12-01,--:--,     36.390
2023-12-02,--:--,     36.150
2023-12-03,--:--,     36.580
2023-12-04,--:--,     37.140
2023-12-05,--:--,     37.700
2023-12-06,--:--,     37.100
2023-12-07,--:--,     36.770
2023-12-08,--:--,     36.370
2023-12-09,--:--,     36.570
2023-12-10,--:--,     36.140
2023-12-11,--:--,     36.150
2023-12-12,--:--,     36.070
2023-12-13,--:--,     35.750
2023-12-14,--:--,     35.480
2023-12-15,--:--,     35.010
2023-12-16,--:--,     34.810
2023-12-17,--:--,     34.710
2023-12-18,--:--,     34.660
2023-12-19,--:--,     34.640
2023-12-20,--:--,     34.310
2023-12-21,--:--,     34.200
2023-12-22,--:--,     34.100
2023-12-23,--:--,     33.960
2023-12-24,--:--,     33.840
2023-12-25,--:--,     34.200
2023-12-26,--:--,     34.480
2023-12-27,--:--,     34.010
2023-12-28,--:--,     33.880
2023-12-29,--:--,     34.790
2023-12-30,--:--,     35.540
2023-12-31,--:--,     34.720
