YYYY-MM-DD,hh:mm, Value
2021-06-16,--:--,     23.690
2021-06-17,--:--,     23.250
2021-06-18,--:--,     22.790
2021-06-19,--:--,     24.000
2021-06-20,--:--,     32.440
2021-06-21,--:--,     31.560
2021-06-22,--:--,     28.710
2021-06-23,--:--,     27.760
2021-06-24,--:--,     26.510
2021-06-25,--:--,     26.190
2021-06-26,--:--,     25.730
2021-06-27,--:--,     25.720
2021-06-28,--:--,     26.400
2021-06-29,--:--,     25.380
2021-06-30,--:--,     24.830
2021-07-01,--:--,     24.410
2021-07-02,--:--,     24.060
2021-07-03,--:--,     23.820
2021-07-04,--:--,     23.650
2021-07-05,--:--,     23.460
2021-07-06,--:--,     23.410
2021-07-07,--:--,     27.140
2021-07-08,--:--,     26.390
2021-07-09,--:--,     24.720
2021-07-10,--:--,     24.470
2021-07-11,--:--,     24.020
2021-07-12,--:--,     23.830
2021-07-13,--:--,     23.620
2021-07-14,--:--,     23.400
2021-07-15,--:--,     23.220
2021-07-16,--:--,     23.130
2021-07-17,--:--,     25.830
2021-07-18,--:--,     29.550
2021-07-19,--:--,     26.900
2021-07-20,--:--,     25.950
2021-07-21,--:--,     25.820
2021-07-22,--:--,     28.970
2021-07-23,--:--,     26.620
2021-07-24,--:--,     26.160
2021-07-25,--:--,     26.050
2021-07-26,--:--,     30.580
2021-07-27,--:--,     33.220
2021-07-28,--:--,     30.160
2021-07-29,--:--,     29.490
2021-07-30,--:--,     28.960
2021-07-31,--:--,     28.670
2021-08-01,--:--,     28.260
2021-08-02,--:--,     28.020
2021-08-03,--:--,     28.060
2021-08-04,--:--,     27.500
2021-08-05,--:--,     27.710
2021-08-06,--:--,     28.310
2021-08-07,--:--,     27.460
2021-08-08,--:--,     27.300
2021-08-09,--:--,     27.570
2021-08-10,--:--,     26.970
2021-08-11,--:--,     26.590
2021-08-12,--:--,     26.470
2021-08-13,--:--,     26.410
2021-08-14,--:--,     26.370
2021-08-15,--:--,     26.120
2021-08-16,--:--,     25.920
2021-08-17,--:--,     26.070
2021-08-18,--:--,     26.330
2021-08-19,--:--,     26.060
2021-08-20,--:--,     25.790
2021-08-21,--:--,     25.590
2021-08-22,--:--,     25.410
2021-08-23,--:--,     25.370
2021-08-24,--:--,     25.240
2021-08-25,--:--,     25.180
2021-08-26,--:--,     25.110
2021-08-27,--:--,     25.070
2021-08-28,--:--,     26.740
2021-08-29,--:--,     26.550
2021-08-30,--:--,     25.830
2021-08-31,--:--,     25.470
2021-09-01,--:--,     25.240
2021-09-02,--:--,     25.190
2021-09-03,--:--,     25.030
2021-09-04,--:--,     24.920
2021-09-05,--:--,     24.840
2021-09-06,--:--,     24.820
2021-09-07,--:--,     26.480
2021-09-08,--:--,     27.640
2021-09-09,--:--,     25.860
2021-09-10,--:--,     25.840
2021-09-11,--:--,     25.780
2021-09-12,--:--,     25.300
2021-09-13,--:--,     25.160
2021-09-14,--:--,     25.400
2021-09-15,--:--,     25.330
2021-09-16,--:--,     31.440
2021-09-17,--:--,     33.800
2021-09-18,--:--,     28.940
2021-09-19,--:--,     27.960
2021-09-20,--:--,     27.520
2021-09-21,--:--,     27.160
2021-09-22,--:--,     26.810
2021-09-23,--:--,     29.970
2021-09-24,--:--,     31.370
2021-09-25,--:--,     28.940
2021-09-26,--:--,     28.670
2021-09-27,--:--,     28.210
2021-09-28,--:--,     28.660
2021-09-29,--:--,     28.130
2021-09-30,--:--,     27.860
2021-10-01,--:--,     27.620
2021-10-02,--:--,     27.260
2021-10-03,--:--,     27.060
2021-10-04,--:--,     28.530
2021-10-05,--:--,     27.660
2021-10-06,--:--,     27.120
2021-10-07,--:--,     27.210
2021-10-08,--:--,     29.900
2021-10-09,--:--,     28.770
2021-10-10,--:--,     28.110
2021-10-11,--:--,     27.820
2021-10-12,--:--,     28.500
2021-10-13,--:--,     27.590
2021-10-14,--:--,     27.230
2021-10-15,--:--,     26.970
2021-10-16,--:--,     26.680
2021-10-17,--:--,     26.760
2021-10-18,--:--,     31.270
2021-10-19,--:--,     28.720
2021-10-20,--:--,     27.750
2021-10-21,--:--,     27.180
2021-10-22,--:--,     26.890
2021-10-23,--:--,     26.600
2021-10-24,--:--,     26.530
2021-10-25,--:--,     26.990
2021-10-26,--:--,     26.840
2021-10-27,--:--,     26.390
2021-10-28,--:--,     26.110
2021-10-29,--:--,     30.820
2021-10-30,--:--,     29.030
2021-10-31,--:--,     27.530
2021-11-01,--:--,     26.810
2021-11-02,--:--,     26.710
2021-11-03,--:--,     26.540
2021-11-04,--:--,     26.160
2021-11-05,--:--,     26.050
2021-11-06,--:--,     26.230
2021-11-07,--:--,     26.180
2021-11-08,--:--,     25.740
2021-11-09,--:--,     25.460
2021-11-10,--:--,     25.300
2021-11-11,--:--,     25.280
2021-11-12,--:--,     24.840
2021-11-13,--:--,     25.000
2021-11-14,--:--,     25.150
2021-11-15,--:--,     24.840
2021-11-16,--:--,     24.530
2021-11-17,--:--,     24.390
2021-11-18,--:--,     24.250
2021-11-19,--:--,     24.010
2021-11-20,--:--,     23.770
2021-11-21,--:--,     23.650
2021-11-22,--:--,     23.630
2021-11-23,--:--,     23.640
2021-11-24,--:--,     23.340
2021-11-25,--:--,     23.290
2021-11-26,--:--,     22.960
2021-11-27,--:--,     22.820
2021-11-28,--:--,     22.750
2021-11-29,--:--,     22.630
2021-11-30,--:--,     22.650
2021-12-01,--:--,     22.800
2021-12-02,--:--,     22.610
2021-12-03,--:--,     22.550
2021-12-04,--:--,     22.500
2021-12-05,--:--,     23.060
2021-12-06,--:--,     22.540
2021-12-07,--:--,     22.480
2021-12-08,--:--,     22.370
2021-12-09,--:--,     22.270
2021-12-10,--:--,     21.970
2021-12-11,--:--,     21.930
2021-12-12,--:--,     22.540
2021-12-13,--:--,     24.760
2021-12-14,--:--,     25.110
2021-12-15,--:--,     38.400
2021-12-16,--:--,     34.890
2021-12-17,--:--,     30.710
2021-12-18,--:--,     28.810
2021-12-19,--:--,     27.700
2021-12-20,--:--,     26.870
2021-12-21,--:--,     26.140
2021-12-22,--:--,     25.720
2021-12-23,--:--,     25.440
2021-12-24,--:--,     25.000
2021-12-25,--:--,     24.790
2021-12-26,--:--,     24.490
2021-12-27,--:--,     24.310
2021-12-28,--:--,     24.670
2021-12-29,--:--,     24.680
2021-12-30,--:--,     24.140
2021-12-31,--:--,     23.880
2022-01-01,--:--,     23.550
2022-01-02,--:--,     23.170
2022-01-03,--:--,     23.040
2022-01-04,--:--,     22.940
2022-01-05,--:--,     22.870
2022-01-06,--:--,     23.730
2022-01-07,--:--,     24.170
2022-01-08,--:--,     22.920
2022-01-09,--:--,     22.630
2022-01-10,--:--,     22.340
2022-01-11,--:--,     22.220
2022-01-12,--:--,     22.020
2022-01-13,--:--,     21.950
2022-01-14,--:--,     21.810
2022-01-15,--:--,     21.560
2022-01-16,--:--,     21.490
2022-01-17,--:--,     21.330
2022-01-18,--:--,     21.180
2022-01-19,--:--,     21.110
2022-01-20,--:--,     21.130
2022-01-21,--:--,     21.030
2022-01-22,--:--,     20.930
2022-01-23,--:--,     20.800
2022-01-24,--:--,     20.760
2022-01-25,--:--,     21.140
2022-01-26,--:--,     22.700
2022-01-27,--:--,     21.690
2022-01-28,--:--,     20.980
2022-01-29,--:--,     21.440
2022-01-30,--:--,     21.400
2022-01-31,--:--,     21.220
2022-02-01,--:--,     20.480
2022-02-02,--:--,     20.050
2022-02-03,--:--,     20.030
2022-02-04,--:--,     19.840
2022-02-05,--:--,     20.280
2022-02-06,--:--,     21.360
2022-02-07,--:--,     28.730
2022-02-08,--:--,     26.190
2022-02-09,--:--,     23.430
2022-02-10,--:--,     23.340
2022-02-11,--:--,     23.320
2022-02-12,--:--,     24.210
2022-02-13,--:--,     25.100
2022-02-14,--:--,     23.620
2022-02-15,--:--,     23.020
2022-02-16,--:--,     22.760
2022-02-17,--:--,     22.600
2022-02-18,--:--,     22.380
2022-02-19,--:--,     22.420
2022-02-20,--:--,     22.320
2022-02-21,--:--,     22.530
2022-02-22,--:--,     22.560
2022-02-23,--:--,     22.150
2022-02-24,--:--,     21.960
2022-02-25,--:--,     21.800
2022-02-26,--:--,     21.750
2022-02-27,--:--,     21.650
2022-02-28,--:--,     21.440
2022-03-01,--:--,     21.440
2022-03-02,--:--,     21.880
2022-03-03,--:--,     21.400
2022-03-04,--:--,     21.370
2022-03-05,--:--,     21.200
2022-03-06,--:--,     21.110
2022-03-07,--:--,     21.040
2022-03-08,--:--,     20.970
2022-03-09,--:--,     20.850
2022-03-10,--:--,     20.710
2022-03-11,--:--,     20.690
2022-03-12,--:--,     20.710
2022-03-13,--:--,     20.610
2022-03-14,--:--,     20.380
2022-03-15,--:--,     20.210
2022-03-16,--:--,     20.140
2022-03-17,--:--,     20.060
2022-03-18,--:--,     20.120
2022-03-19,--:--,     20.130
2022-03-20,--:--,     20.360
2022-03-21,--:--,     23.760
2022-03-22,--:--,     26.480
2022-03-23,--:--,     30.940
2022-03-24,--:--,     33.200
2022-03-25,--:--,     28.050
2022-03-26,--:--,     26.200
2022-03-27,--:--,     25.180
2022-03-28,--:--,     24.650
2022-03-29,--:--,     24.400
2022-03-30,--:--,     23.870
2022-03-31,--:--,     23.740
2022-04-01,--:--,     23.520
2022-04-02,--:--,     23.260
2022-04-03,--:--,     23.070
2022-04-04,--:--,     22.900
2022-04-05,--:--,     22.840
2022-04-06,--:--,     22.870
2022-04-07,--:--,     22.690
2022-04-08,--:--,     22.210
2022-04-09,--:--,     22.230
2022-04-10,--:--,     22.000
2022-04-11,--:--,     21.970
2022-04-12,--:--,     22.000
2022-04-13,--:--,     22.440
2022-04-14,--:--,     22.050
2022-04-15,--:--,     21.790
2022-04-16,--:--,     21.750
2022-04-17,--:--,     21.620
2022-04-18,--:--,     21.560
2022-04-19,--:--,     21.600
2022-04-20,--:--,     21.980
2022-04-21,--:--,     22.810
2022-04-22,--:--,     25.750
2022-04-23,--:--,     26.110
2022-04-24,--:--,     23.400
2022-04-25,--:--,     22.820
2022-04-26,--:--,     22.340
2022-04-27,--:--,     22.080
2022-04-28,--:--,     21.860
2022-04-29,--:--,     21.680
2022-04-30,--:--,     21.600
2022-05-01,--:--,     21.580
2022-05-02,--:--,     21.640
2022-05-03,--:--,     21.420
2022-05-04,--:--,     21.370
2022-05-05,--:--,     21.300
2022-05-06,--:--,     21.200
2022-05-07,--:--,     21.180
2022-05-08,--:--,     21.090
2022-05-09,--:--,     21.140
2022-05-10,--:--,     21.350
2022-05-11,--:--,     20.960
2022-05-12,--:--,     20.700
2022-05-13,--:--,     20.810
2022-05-14,--:--,     20.710
2022-05-15,--:--,     21.040
2022-05-16,--:--,     21.330
2022-05-17,--:--,     21.150
2022-05-18,--:--,     21.130
2022-05-19,--:--,     21.800
2022-05-20,--:--,     22.990
2022-05-21,--:--,     21.930
2022-05-22,--:--,     21.540
2022-05-23,--:--,     21.220
2022-05-24,--:--,     21.050
2022-05-25,--:--,     20.970
2022-05-26,--:--,     20.870
2022-05-27,--:--,     20.590
2022-05-28,--:--,     20.540
2022-05-29,--:--,     20.570
2022-05-30,--:--,     25.650
2022-05-31,--:--,     34.760
2022-06-01,--:--,     32.270
2022-06-02,--:--,     29.870
2022-06-03,--:--,     28.820
2022-06-04,--:--,     27.770
2022-06-05,--:--,     27.020
2022-06-06,--:--,     26.680
2022-06-07,--:--,     32.770
2022-06-08,--:--,     40.820
2022-06-09,--:--,     39.190
2022-06-10,--:--,     36.140
2022-06-11,--:--,     34.570
2022-06-12,--:--,     34.260
2022-06-13,--:--,     35.670
2022-06-14,--:--,     35.650
2022-06-15,--:--,     34.540
2022-06-16,--:--,     32.800
2022-06-17,--:--,     32.560
2022-06-18,--:--,     32.680
2022-06-19,--:--,     42.160
2022-06-20,--:--,     36.210
2022-06-21,--:--,     34.430
2022-06-22,--:--,     33.600
2022-06-23,--:--,     32.850
2022-06-24,--:--,     32.290
2022-06-25,--:--,     33.860
2022-06-26,--:--,     32.370
2022-06-27,--:--,     31.910
2022-06-28,--:--,     31.420
2022-06-29,--:--,     31.350
2022-06-30,--:--,     33.200
2022-07-01,--:--,     31.340
2022-07-02,--:--,     30.750
2022-07-03,--:--,     30.360
2022-07-04,--:--,     30.130
2022-07-05,--:--,     30.070
2022-07-06,--:--,     31.810
2022-07-07,--:--,     30.270
2022-07-08,--:--,     34.790
2022-07-09,--:--,     38.780
2022-07-10,--:--,     35.090
2022-07-11,--:--,     34.430
2022-07-12,--:--,     46.130
2022-07-13,--:--,     51.270
2022-07-14,--:--,     45.410
2022-07-15,--:--,     45.110
2022-07-16,--:--,     42.710
2022-07-17,--:--,     40.630
2022-07-18,--:--,     39.420
2022-07-19,--:--,     39.540
2022-07-20,--:--,     43.050
2022-07-21,--:--,     41.790
2022-07-22,--:--,     39.870
2022-07-23,--:--,     38.750
2022-07-24,--:--,     38.120
2022-07-25,--:--,     38.040
2022-07-26,--:--,     55.970
2022-07-27,--:--,     54.230
2022-07-28,--:--,     50.110
2022-07-29,--:--,     48.300
2022-07-30,--:--,     46.140
2022-07-31,--:--,     45.240
2022-08-01,--:--,     43.960
2022-08-02,--:--,     42.920
2022-08-03,--:--,     42.120
2022-08-04,--:--,     41.540
2022-08-05,--:--,     40.920
2022-08-06,--:--,     40.390
2022-08-07,--:--,     40.040
2022-08-08,--:--,     40.380
2022-08-09,--:--,     39.640
2022-08-10,--:--,     39.040
2022-08-11,--:--,     38.560
2022-08-12,--:--,     38.030
2022-08-13,--:--,     37.540
2022-08-14,--:--,     37.190
2022-08-15,--:--,     36.740
2022-08-16,--:--,     36.600
2022-08-17,--:--,     36.600
2022-08-18,--:--,     40.860
2022-08-19,--:--,     40.660
2022-08-20,--:--,     40.470
2022-08-21,--:--,     39.180
2022-08-22,--:--,     38.460
2022-08-23,--:--,     38.270
2022-08-24,--:--,     37.580
2022-08-25,--:--,     37.710
2022-08-26,--:--,     40.370
2022-08-27,--:--,     38.390
2022-08-28,--:--,     37.560
2022-08-29,--:--,     36.990
2022-08-30,--:--,     36.550
2022-08-31,--:--,     36.430
2022-09-01,--:--,     36.050
2022-09-02,--:--,     35.870
2022-09-03,--:--,     35.540
2022-09-04,--:--,     35.620
2022-09-05,--:--,     36.480
2022-09-06,--:--,     40.850
2022-09-07,--:--,     37.320
2022-09-08,--:--,     36.330
2022-09-09,--:--,     36.040
2022-09-10,--:--,     37.960
2022-09-11,--:--,     38.500
2022-09-12,--:--,     38.230
2022-09-13,--:--,     37.720
2022-09-14,--:--,     37.150
2022-09-15,--:--,     36.750
2022-09-16,--:--,     36.430
2022-09-17,--:--,     35.950
2022-09-18,--:--,     35.640
2022-09-19,--:--,     35.690
2022-09-20,--:--,     38.300
2022-09-21,--:--,     40.250
2022-09-22,--:--,     38.780
2022-09-23,--:--,     40.740
2022-09-24,--:--,     39.310
2022-09-25,--:--,     38.600
2022-09-26,--:--,     37.910
2022-09-27,--:--,     37.370
2022-09-28,--:--,     37.160
2022-09-29,--:--,     37.120
2022-09-30,--:--,     39.700
2022-10-01,--:--,     49.130
2022-10-02,--:--,     64.570
2022-10-03,--:--,     61.720
2022-10-04,--:--,     57.900
2022-10-05,--:--,     53.770
2022-10-06,--:--,     51.560
2022-10-07,--:--,     49.530
2022-10-08,--:--,     47.820
2022-10-09,--:--,     46.680
2022-10-10,--:--,     45.730
2022-10-11,--:--,     44.970
2022-10-12,--:--,     44.150
2022-10-13,--:--,     43.750
2022-10-14,--:--,     44.460
2022-10-15,--:--,     42.920
2022-10-16,--:--,     42.350
2022-10-17,--:--,     41.770
2022-10-18,--:--,     41.560
2022-10-19,--:--,     40.840
2022-10-20,--:--,     40.380
2022-10-21,--:--,     39.850
2022-10-22,--:--,     39.210
2022-10-23,--:--,     38.830
2022-10-24,--:--,     38.560
2022-10-25,--:--,     38.180
2022-10-26,--:--,     37.950
2022-10-27,--:--,     37.670
2022-10-28,--:--,     37.380
2022-10-29,--:--,     37.570
2022-10-30,--:--,     39.780
2022-10-31,--:--,     44.210
2022-11-01,--:--,     40.510
2022-11-02,--:--,     39.150
2022-11-03,--:--,     38.650
2022-11-04,--:--,     38.170
2022-11-05,--:--,     37.790
2022-11-06,--:--,     37.330
2022-11-07,--:--,     36.960
2022-11-08,--:--,     36.900
2022-11-09,--:--,     38.220
2022-11-10,--:--,     37.150
2022-11-11,--:--,     38.830
2022-11-12,--:--,     51.030
2022-11-13,--:--,     46.170
2022-11-14,--:--,     43.420
2022-11-15,--:--,     41.890
2022-11-16,--:--,     41.130
2022-11-17,--:--,     40.600
2022-11-18,--:--,     46.140
2022-11-19,--:--,     48.020
2022-11-20,--:--,     46.240
2022-11-21,--:--,     45.800
2022-11-22,--:--,     45.050
2022-11-23,--:--,     51.380
2022-11-24,--:--,     48.720
2022-11-25,--:--,     48.000
2022-11-26,--:--,     46.460
2022-11-27,--:--,     45.770
2022-11-28,--:--,     45.580
2022-11-29,--:--,     44.270
2022-11-30,--:--,     44.050
2022-12-01,--:--,     43.970
2022-12-02,--:--,     42.880
2022-12-03,--:--,     42.250
2022-12-04,--:--,     41.620
2022-12-05,--:--,     41.310
2022-12-06,--:--,     40.860
2022-12-07,--:--,     40.580
2022-12-08,--:--,     40.070
2022-12-09,--:--,     42.040
2022-12-10,--:--,     44.670
2022-12-11,--:--,     41.710
2022-12-12,--:--,     41.050
2022-12-13,--:--,     41.720
2022-12-14,--:--,     41.580
2022-12-15,--:--,     54.530
2022-12-16,--:--,     62.820
2022-12-17,--:--,     56.290
2022-12-18,--:--,     53.720
2022-12-19,--:--,     51.070
2022-12-20,--:--,     50.410
2022-12-21,--:--,     53.050
2022-12-22,--:--,     52.150
2022-12-23,--:--,     51.140
2022-12-24,--:--,     49.970
2022-12-25,--:--,     48.760
2022-12-26,--:--,     48.510
2022-12-27,--:--,     47.280
2022-12-28,--:--,     46.470
2022-12-29,--:--,     45.720
2022-12-30,--:--,     44.940
2022-12-31,--:--,     44.290
2023-01-01,--:--,     43.870
2023-01-02,--:--,     43.360
2023-01-03,--:--,     42.980
2023-01-04,--:--,     42.680
2023-01-05,--:--,     43.830
2023-01-06,--:--,     46.310
2023-01-07,--:--,     49.800
2023-01-08,--:--,     48.730
2023-01-09,--:--,     46.900
2023-01-10,--:--,     46.220
2023-01-11,--:--,     47.410
2023-01-12,--:--,     46.420
2023-01-13,--:--,     45.650
2023-01-14,--:--,     44.770
2023-01-15,--:--,     44.110
2023-01-16,--:--,     43.450
2023-01-17,--:--,     43.100
2023-01-18,--:--,     42.820
2023-01-19,--:--,     42.650
2023-01-20,--:--,     42.420
2023-01-21,--:--,     41.950
2023-01-22,--:--,     41.880
2023-01-23,--:--,     41.420
2023-01-24,--:--,     40.950
2023-01-25,--:--,     40.810
2023-01-26,--:--,     40.160
2023-01-27,--:--,     41.230
2023-01-28,--:--,     60.690
2023-01-29,--:--,     70.790
2023-01-30,--:--,     68.060
2023-01-31,--:--,     62.990
2023-02-01,--:--,     63.090
2023-02-02,--:--,     73.850
2023-02-03,--:--,     80.280
2023-02-04,--:--,     78.560
2023-02-05,--:--,     74.410
2023-02-06,--:--,     71.590
2023-02-07,--:--,     68.940
2023-02-08,--:--,     65.980
2023-02-09,--:--,     63.880
2023-02-10,--:--,     61.710
2023-02-11,--:--,     60.130
2023-02-12,--:--,     59.060
2023-02-13,--:--,     59.960
2023-02-14,--:--,     67.620
2023-02-15,--:--,     62.850
2023-02-16,--:--,     61.020
2023-02-17,--:--,     64.050
2023-02-18,--:--,     59.130
2023-02-19,--:--,     57.660
2023-02-20,--:--,     56.730
2023-02-21,--:--,     55.950
2023-02-22,--:--,     55.360
2023-02-23,--:--,     54.970
2023-02-24,--:--,     54.960
2023-02-25,--:--,     55.010
2023-02-26,--:--,     53.680
2023-02-27,--:--,     55.260
2023-02-28,--:--,     55.010
2023-03-01,--:--,     53.300
2023-03-02,--:--,     52.300
2023-03-03,--:--,     51.740
2023-03-04,--:--,     51.340
2023-03-05,--:--,     51.330
2023-03-06,--:--,     53.290
2023-03-07,--:--,     51.210
2023-03-08,--:--,     50.440
2023-03-09,--:--,     49.910
2023-03-10,--:--,     49.800
2023-03-11,--:--,     50.160
2023-03-12,--:--,     49.150
2023-03-13,--:--,     48.750
2023-03-14,--:--,     48.270
2023-03-15,--:--,     47.810
2023-03-16,--:--,     47.360
2023-03-17,--:--,     48.240
2023-03-18,--:--,     52.230
2023-03-19,--:--,     50.280
2023-03-20,--:--,     50.050
2023-03-21,--:--,     49.560
2023-03-22,--:--,     49.870
2023-03-23,--:--,     48.550
2023-03-24,--:--,     48.150
2023-03-25,--:--,     47.800
2023-03-26,--:--,     47.340
2023-03-27,--:--,     47.170
2023-03-28,--:--,     46.980
2023-03-29,--:--,     46.500
2023-03-30,--:--,     46.080
2023-03-31,--:--,     45.640
2023-04-01,--:--,     45.430
2023-04-02,--:--,     45.930
2023-04-03,--:--,     45.150
2023-04-04,--:--,     44.640
2023-04-05,--:--,     44.230
2023-04-06,--:--,     44.130
2023-04-07,--:--,     44.080
2023-04-08,--:--,     43.700
2023-04-09,--:--,     43.430
2023-04-10,--:--,     46.210
2023-04-11,--:--,     46.480
2023-04-12,--:--,     45.550
2023-04-13,--:--,     44.730
2023-04-14,--:--,     44.000
2023-04-15,--:--,     43.430
2023-04-16,--:--,     43.080
2023-04-17,--:--,     42.880
2023-04-18,--:--,     43.110
2023-04-19,--:--,     43.980
2023-04-20,--:--,     43.210
2023-04-21,--:--,     42.930
2023-04-22,--:--,     43.670
2023-04-23,--:--,     43.750
2023-04-24,--:--,     42.700
2023-04-25,--:--,     42.070
2023-04-26,--:--,     41.970
2023-04-27,--:--,     41.640
2023-04-28,--:--,     41.200
2023-04-29,--:--,     41.030
2023-04-30,--:--,     40.700
2023-05-01,--:--,     46.910
2023-05-02,--:--,     66.940
2023-05-03,--:--,     74.230
2023-05-04,--:--,     73.350
2023-05-05,--:--,     71.830
2023-05-06,--:--,     71.160
2023-05-07,--:--,     70.340
2023-05-08,--:--,     68.860
2023-05-09,--:--,     70.260
2023-05-10,--:--,     89.200
2023-05-11,--:--,     86.460
2023-05-12,--:--,     80.850
2023-05-13,--:--,     75.870
2023-05-14,--:--,     72.220
2023-05-15,--:--,     69.520
2023-05-16,--:--,     67.460
2023-05-17,--:--,     65.590
2023-05-18,--:--,     64.150
2023-05-19,--:--,     67.280
2023-05-20,--:--,     71.610
2023-05-21,--:--,     68.140
2023-05-22,--:--,     65.860
2023-05-23,--:--,     70.620
2023-05-24,--:--,     66.910
2023-05-25,--:--,     64.720
2023-05-26,--:--,     63.540
2023-05-27,--:--,     62.440
2023-05-28,--:--,     61.700
2023-05-29,--:--,     63.500
2023-05-30,--:--,     68.720
2023-05-31,--:--,     65.000
2023-06-01,--:--,     63.620
2023-06-02,--:--,     62.670
2023-06-03,--:--,     61.680
2023-06-04,--:--,     60.780
2023-06-05,--:--,     61.830
2023-06-06,--:--,     60.620
2023-06-07,--:--,     59.480
2023-06-08,--:--,     58.730
2023-06-09,--:--,     58.120
2023-06-10,--:--,     57.380
2023-06-11,--:--,     56.880
2023-06-12,--:--,     56.440
2023-06-13,--:--,     55.930
2023-06-14,--:--,     55.250
2023-06-15,--:--,     54.770
2023-06-16,--:--,     54.380
2023-06-17,--:--,     54.110
2023-06-18,--:--,     58.600
2023-06-19,--:--,     60.800
2023-06-20,--:--,     59.180
2023-06-21,--:--,     57.550
2023-06-22,--:--,     63.520
2023-06-23,--:--,     66.070
2023-06-24,--:--,     63.610
2023-06-25,--:--,     61.860
2023-06-26,--:--,     60.700
2023-06-27,--:--,     60.280
2023-06-28,--:--,     59.090
2023-06-29,--:--,     58.480
2023-06-30,--:--,     57.740
2023-07-01,--:--,     57.270
2023-07-02,--:--,     56.800
2023-07-03,--:--,     55.930
2023-07-04,--:--,     55.300
2023-07-05,--:--,     54.620
2023-07-06,--:--,     54.100
2023-07-07,--:--,     53.610
2023-07-08,--:--,     58.530
2023-07-09,--:--,     59.830
2023-07-10,--:--,     57.200
2023-07-11,--:--,     55.820
2023-07-12,--:--,     54.940
2023-07-13,--:--,     54.300
2023-07-14,--:--,     53.740
2023-07-15,--:--,     53.180
2023-07-16,--:--,     52.850
2023-07-17,--:--,     52.470
2023-07-18,--:--,     52.010
2023-07-19,--:--,     51.670
2023-07-20,--:--,     51.280
2023-07-21,--:--,     51.040
2023-07-22,--:--,     50.660
2023-07-23,--:--,     50.360
2023-07-24,--:--,     49.910
2023-07-25,--:--,     49.520
2023-07-26,--:--,     49.320
2023-07-27,--:--,     48.190
2023-07-28,--:--,     48.160
2023-07-29,--:--,     47.670
2023-07-30,--:--,     47.920
2023-07-31,--:--,     47.780
2023-08-01,--:--,     47.360
2023-08-02,--:--,     47.630
2023-08-03,--:--,     47.290
2023-08-04,--:--,     46.780
2023-08-05,--:--,     46.410
2023-08-06,--:--,     46.120
2023-08-07,--:--,     45.930
2023-08-08,--:--,     45.740
2023-08-09,--:--,     45.480
2023-08-10,--:--,     45.370
2023-08-11,--:--,     45.160
2023-08-12,--:--,     44.830
2023-08-13,--:--,     44.600
2023-08-14,--:--,     44.540
2023-08-15,--:--,     44.570
2023-08-16,--:--,     44.510
2023-08-17,--:--,     44.070
2023-08-18,--:--,     43.700
2023-08-19,--:--,     43.530
2023-08-20,--:--,     47.460
2023-08-21,--:--,     45.370
2023-08-22,--:--,     44.410
2023-08-23,--:--,     43.730
2023-08-24,--:--,     43.400
2023-08-25,--:--,     43.010
2023-08-26,--:--,     42.770
2023-08-27,--:--,     42.720
2023-08-28,--:--,     42.460
2023-08-29,--:--,     42.140
2023-08-30,--:--,     41.990
2023-08-31,--:--,     42.180
2023-09-01,--:--,     41.720
2023-09-02,--:--,     41.560
2023-09-03,--:--,     41.360
2023-09-04,--:--,     41.180
2023-09-05,--:--,     41.130
2023-09-06,--:--,     41.630
2023-09-07,--:--,     41.150
2023-09-08,--:--,     40.710
2023-09-09,--:--,     40.430
2023-09-10,--:--,     40.390
2023-09-11,--:--,     41.220
2023-09-12,--:--,     42.560
2023-09-13,--:--,     41.060
2023-09-14,--:--,     40.670
2023-09-15,--:--,     40.560
2023-09-16,--:--,     40.150
2023-09-17,--:--,     39.970
2023-09-18,--:--,     39.830
2023-09-19,--:--,     39.560
2023-09-20,--:--,     39.350
2023-09-21,--:--,     39.180
2023-09-22,--:--,     39.130
2023-09-23,--:--,     39.900
2023-09-24,--:--,     43.600
2023-09-25,--:--,     48.060
2023-09-26,--:--,     60.760
2023-09-27,--:--,     54.470
2023-09-28,--:--,     50.400
2023-09-29,--:--,     48.320
2023-09-30,--:--,     47.500
2023-10-01,--:--,     46.180
2023-10-02,--:--,     45.360
2023-10-03,--:--,     44.700
2023-10-04,--:--,     43.970
2023-10-05,--:--,     43.630
2023-10-06,--:--,     43.250
2023-10-07,--:--,     42.980
2023-10-08,--:--,     43.330
2023-10-09,--:--,     42.620
2023-10-10,--:--,     42.310
2023-10-11,--:--,     41.820
2023-10-12,--:--,     41.580
2023-10-13,--:--,     41.270
2023-10-14,--:--,     40.930
2023-10-15,--:--,     40.820
2023-10-16,--:--,     40.470
2023-10-17,--:--,     40.380
2023-10-18,--:--,     40.460
2023-10-19,--:--,     39.990
2023-10-20,--:--,     39.920
2023-10-21,--:--,     39.760
2023-10-22,--:--,     39.610
2023-10-23,--:--,     39.210
2023-10-24,--:--,     39.460
2023-10-25,--:--,     39.490
2023-10-26,--:--,     39.200
2023-10-27,--:--,     39.050
2023-10-28,--:--,     38.710
2023-10-29,--:--,     38.510
2023-10-30,--:--,     38.980
2023-10-31,--:--,     41.110
2023-11-01,--:--,     41.430
2023-11-02,--:--,     40.740
2023-11-03,--:--,     40.130
2023-11-04,--:--,     40.200
2023-11-05,--:--,     39.520
